prompt_id,ratio_max@1,ratio_mean@1,ratio_min@1,ratio_max@2,ratio_mean@2,ratio_min@2,ratio_max@3,ratio_mean@3,ratio_min@3,ratio_max@4,ratio_mean@4,ratio_min@4,ratio_max@5,ratio_mean@5,ratio_min@5,ratio_max@6,ratio_mean@6,ratio_min@6,ratio_max@7,ratio_mean@7,ratio_min@7
291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,0.825,0.825,0.825,0.825,0.7397260273972602,0.6363636363636364,0.825,0.6435643564356437,0.39285714285714285,0.825,0.6201550387596899,0.39285714285714285,0.825,0.6533333333333334,0.5238095238095238,0.825,0.6845238095238095,0.6111111111111112,1.0,0.8378378378378378,0.6470588235294118
291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,0.4827586206896552,0.4827586206896552,0.4827586206896552,1.0,0.7413793103448276,0.4827586206896552,1.0,0.6829268292682927,0.5416666666666666,1.0,0.6476190476190476,0.5217391304347826,1.0,0.6614173228346457,0.5454545454545454,1.0,0.7034482758620689,0.6666666666666666,1.0,0.7018633540372671,0.6875
291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.45161290322580644,0.5,0.47058823529411764,0.5,0.5384615384615384,0.47058823529411764,0.48672566371681414,0.44,0.8235294117647058,0.633587786259542,0.6111111111111112,0.8235294117647058,0.6711409395973155,0.6111111111111112,0.8235294117647058,0.6746987951807228,0.6470588235294118
291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,0.4827586206896552,0.4827586206896552,0.4827586206896552,0.4827586206896552,0.47368421052631576,0.4642857142857143,0.4827586206896552,0.5189873417721519,0.5909090909090909,1.0,0.7070707070707071,0.65,1.0,0.7310924369747899,0.65,1.0,0.7318840579710144,0.6842105263157895,1.0,0.7806451612903226,0.7647058823529411
291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-huge-surprise-either-in-the-m/,0.2682926829268293,0.2682926829268293,0.2682926829268293,0.2682926829268293,0.3333333333333333,0.44,0.34146341463414637,0.4044943820224719,0.4782608695652174,0.34146341463414637,0.46296296296296297,0.5789473684210527,1.0,0.7338709677419354,0.6875,1.0,0.7428571428571429,0.6875,1.0,0.7419354838709676,0.7333333333333333
294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.9090909090909091,0.7142857142857143,0.5,0.9090909090909091,0.7362637362637362,0.5357142857142857,0.9090909090909091,0.8407079646017699,0.6818181818181818,1.0,0.9552238805970149,0.7142857142857143,1.0,0.953020134228188,0.9333333333333333,1.0,0.9447852760736196,0.8571428571428571
294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.6049382716049383,0.32432432432432434,0.8409090909090909,0.6017699115044248,0.375,0.8409090909090909,0.6268656716417911,0.5714285714285714,0.8409090909090909,0.6818181818181818,0.6,0.8409090909090909,0.7183908045977011,0.6,0.8409090909090909,0.7046632124352331,0.5789473684210527
294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,0.3548387096774194,0.3548387096774194,0.3548387096774194,0.5806451612903226,0.5178571428571429,0.44,0.5806451612903226,0.5921052631578948,0.55,0.8064516129032258,0.7446808510638298,0.6111111111111112,0.8064516129032258,0.7589285714285715,0.6111111111111112,0.8064516129032258,0.8046875000000001,0.6875,0.8064516129032258,0.7972027972027972,0.7333333333333333
294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,0.4230769230769231,0.4230769230769231,0.4230769230769231,0.6153846153846154,0.6136363636363636,0.6111111111111112,0.6153846153846154,0.6290322580645161,0.6111111111111112,0.6153846153846154,0.6410256410256411,0.6875,0.6153846153846154,0.702127659574468,0.6875,0.6923076923076923,0.7636363636363637,0.6875,0.6923076923076923,0.7903225806451613,0.7857142857142857
294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7538461538461538,0.6333333333333333,0.8571428571428571,0.6808510638297872,0.5172413793103449,0.8571428571428571,0.6147540983606558,0.39285714285714285,0.8571428571428571,0.5972222222222222,0.5,0.8571428571428571,0.7055214723926381,0.5789473684210527,0.8571428571428571,0.7182320441988951,0.6111111111111112
