prompt_id,ratio_max@1,ratio_mean@1,ratio_min@1,ratio_max@2,ratio_mean@2,ratio_min@2,ratio_max@3,ratio_mean@3,ratio_min@3,ratio_max@4,ratio_mean@4,ratio_min@4,ratio_max@5,ratio_mean@5,ratio_min@5,ratio_max@6,ratio_mean@6,ratio_min@6,ratio_max@7,ratio_mean@7,ratio_min@7
291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.7586206896551724,0.5294117647058824,0.22727272727272727,0.7586206896551724,0.3970588235294118,0.0,0.75,0.42857142857142855,0.0,0.7407407407407407,0.39130434782608703,0.0,0.7407407407407407,0.39175257731958774,0.0,0.7307692307692307,0.3900000000000001,0.0
291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,1.0,1.0,1.0,1.0,0.5833333333333334,0.16666666666666666,1.0,0.489795918367347,0.23076923076923078,1.0,0.39344262295081966,0.0,1.0,0.3333333333333334,0.0,1.0,0.32051282051282054,0.0,1.0,0.32926829268292673,0.0
291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.6,0.4117647058823529,0.7391304347826086,0.509090909090909,0.26666666666666666,0.7272727272727273,0.39705882352941174,0.0,0.7272727272727273,0.3648648648648649,0.0,0.7272727272727273,0.3875000000000001,0.0,0.7272727272727273,0.35294117647058826,0.0
291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,0.11764705882352941,0.11764705882352941,0.11764705882352941,1.0,0.5625,0.125,1.0,0.4250000000000001,0.1,1.0,0.6739130434782609,0.125,1.0,0.7499999999999999,0.125,1.0,0.6842105263157895,0.14285714285714285,1.0,0.65,0.2
291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-huge-surprise-either-in-the-m/,1.0,1.0,1.0,1.0,0.7727272727272727,0.2857142857142857,1.0,0.6428571428571428,0.16666666666666666,1.0,0.5625,0.0,1.0,0.5217391304347825,0.0,1.0,0.5205479452054795,0.0,1.0,0.5263157894736842,0.0
294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.05263157894736842,0.08108108108108109,0.1111111111111111,0.8333333333333334,0.36000000000000015,0.125,0.75,0.37254901960784315,0.2,0.7272727272727273,0.5,0.2222222222222222,0.4,0.24324324324324334,0.0,1.0,0.5714285714285717,0.0
294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.30303030303030304,0.3050847457627119,0.3076923076923077,0.28125,0.21518987341772153,0.0,0.25806451612903225,0.20689655172413793,0.0,0.7666666666666667,0.4408602150537634,0.0,0.75,0.3814432989690722,0.0,0.75,0.37000000000000005,0.0
294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,0.35,0.35,0.35,0.35,0.20588235294117646,0.0,0.3125,0.3076923076923076,0.0,0.26666666666666666,0.17073170731707318,0.0,0.5384615384615384,0.3414634146341465,0.0,0.5384615384615384,0.35897435897435914,0.0,0.45454545454545453,0.29411764705882365,0.0
294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,0.0,0.0,0.0,0.06666666666666667,0.045454545454545456,0.0,0.42857142857142855,0.24999999999999986,0.0,0.42857142857142855,0.1875,0.0,0.42857142857142855,0.27777777777777773,0.0,0.38461538461538464,0.3333333333333333,0.0,0.3333333333333333,0.38461538461538475,0.0
294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.09302325581395349,0.0,0.20833333333333334,0.14754098360655737,0.0,0.20833333333333334,0.16666666666666666,0.0,0.7916666666666666,0.3595505617977527,0.0,0.782608695652174,0.5000000000000001,0.0,0.782608695652174,0.5392156862745098,0.0
309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,0.375,0.375,0.375,0.375,0.4861111111111111,0.7083333333333334,0.5,0.6555555555555556,0.9444444444444444,0.5,0.5462962962962963,0.0,0.5,0.48,0.0,0.5,0.4428571428571428,0.0,0.5,0.39999999999999997,0.0
309::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-two-characters-who-like-e/,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.09090909090909091,0.0,0.25,0.1458333333333332,0.0,0.2,0.13725490196078424,0.0,0.14285714285714285,0.16981132075471686,0.0
309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.17647058823529413,0.0,0.3157894736842105,0.17777777777777773,0.0,0.3157894736842105,0.21818181818181817,0.0,0.3157894736842105,0.26153846153846155,0.0,0.2777777777777778,0.24657534246575344,0.0,1.0,0.45569620253164533,0.0
309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,0.3,0.3,0.3,0.7,0.5555555555555556,0.375,0.7,0.4800000000000001,0.2857142857142857,0.8,0.6451612903225806,0.3333333333333333,0.8,0.6571428571428571,0.5,0.7777777777777778,0.5945945945945948,0.0,0.7777777777777778,0.6923076923076921,0.0
309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,0.04,0.04,0.04,0.28,0.24242424242424243,0.125,0.25,0.20512820512820512,0.14285714285714285,0.25,0.25,0.16666666666666666,0.25,0.22448979591836749,0.16666666666666666,1.0,0.6730769230769232,0.25,1.0,0.7407407407407407,0.3333333333333333
316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3199999999999999,0.0,1.0,0.32,0.0,1.0,0.3200000000000003,0.0,1.0,0.05555555555555592,0.0,1.0,0.0,1.0
316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.09374999999999999,0.0,0.8333333333333334,0.3333333333333333,0.0,0.8181818181818182,0.5238095238095237,0.0,0.8181818181818182,0.5454545454545454,0.0,0.8,0.4888888888888888,0.0
316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,0.25,0.25,0.25,0.25,0.14285714285714285,0.0,0.4166666666666667,0.2758620689655171,0.0,0.4166666666666667,0.23529411764705882,0.0,0.4166666666666667,0.2432432432432434,0.0,0.36363636363636365,0.20512820512820518,0.0,0.3,0.2307692307692306,0.0
316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.05714285714285714,0.06818181818181818,0.1111111111111111,0.05714285714285714,0.09803921568627458,0.125,0.05714285714285714,0.08771929824561403,0.14285714285714285,0.12121212121212122,0.15254237288135597,0.2,1.0,0.7,0.25,1.0,0.7049180327868855,0.25
316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5,0.3333333333333333,0.14285714285714285,1.0,0.6470588235294117,0.2,1.0,0.8666666666666667,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
