model,k,metric,observed_mean,random_mean,random_std,n_prompts,num_permutations,seed,p95,above_p95
anthropic-claude-3.7-sonnet,1,ratio_max,0.368626915414942,0.2876130647896178,0.06749205439870974,20,2500,51,0.4046534479664611,False
anthropic-claude-3.7-sonnet,1,ratio_mean,0.368626915414942,0.2876130647896178,0.06749205439870974,20,2500,51,0.4046534479664611,False
anthropic-claude-3.7-sonnet,1,ratio_min,0.368626915414942,0.2876130647896178,0.06749205439870974,20,2500,51,0.4046534479664611,False
anthropic-claude-3.7-sonnet,2,ratio_max,0.5529607747960151,0.4400319330159481,0.06959586826416769,20,2500,51,0.5565948800448828,False
anthropic-claude-3.7-sonnet,2,ratio_mean,0.38012330759072366,0.32293865461514415,0.05292318355987497,20,2500,51,0.4129397486222362,False
anthropic-claude-3.7-sonnet,2,ratio_min,0.14910454311770102,0.17572375700984602,0.04878806069096201,20,2500,51,0.2595672481113657,False
anthropic-claude-3.7-sonnet,3,ratio_max,0.6476559265010352,0.5335809818253466,0.06880616405241904,20,2500,51,0.6487975284561666,False
anthropic-claude-3.7-sonnet,3,ratio_mean,0.40497638671556074,0.3505855080191413,0.04780869021976345,20,2500,51,0.43329961213740165,False
anthropic-claude-3.7-sonnet,3,ratio_min,0.10460847975553858,0.12313469884690471,0.03879786794542547,20,2500,51,0.19243646753573224,False
anthropic-claude-3.7-sonnet,4,ratio_max,0.6606954335986595,0.6025701780244844,0.06868644628572083,20,2500,51,0.712672951317688,False
anthropic-claude-3.7-sonnet,4,ratio_mean,0.41081344723733604,0.37794099871430314,0.04583202393805921,20,2500,51,0.45412494090867755,False
anthropic-claude-3.7-sonnet,4,ratio_min,0.07526610644257703,0.10177294304388422,0.037094443755308015,20,2500,51,0.1700668767507002,False
anthropic-claude-3.7-sonnet,5,ratio_max,0.7406243756243757,0.6613757719897062,0.06592740895903117,20,2500,51,0.766507669900762,False
anthropic-claude-3.7-sonnet,5,ratio_mean,0.4591563896991433,0.4071297170406617,0.04580355034352447,20,2500,51,0.48313686945007317,False
anthropic-claude-3.7-sonnet,5,ratio_min,0.09176767676767676,0.0848147933537051,0.03509630872566241,20,2500,51,0.1492535173160173,False
anthropic-claude-3.7-sonnet,6,ratio_max,0.7362124288754723,0.7080291032364247,0.06322707197783067,20,2500,51,0.8114354106571178,False
anthropic-claude-3.7-sonnet,6,ratio_mean,0.4739065885999024,0.45610986706926515,0.04338057449576143,20,2500,51,0.5256678378530254,False
anthropic-claude-3.7-sonnet,6,ratio_min,0.13361111111111112,0.11953098412698414,0.03239434986208624,20,2500,51,0.18014980158730154,False
anthropic-claude-3.7-sonnet,7,ratio_max,0.7954806606437042,0.7495696172299519,0.06180029839116663,20,2500,51,0.8480266264532568,False
anthropic-claude-3.7-sonnet,7,ratio_mean,0.4964966251704313,0.48124609240761557,0.04734486844403055,20,2500,51,0.5584396308815599,False
anthropic-claude-3.7-sonnet,7,ratio_min,0.17666666666666667,0.1562960476190476,0.02845815160020606,20,2500,51,0.20916666666666667,False
deepseek-deepseek-v3.1-terminus,1,ratio_max,0.27124314312761727,0.2841488909032085,0.06435490276048551,20,2500,52,0.394842117029017,False
deepseek-deepseek-v3.1-terminus,1,ratio_mean,0.27124314312761727,0.2841488909032085,0.06435490276048551,20,2500,52,0.394842117029017,False
deepseek-deepseek-v3.1-terminus,1,ratio_min,0.27124314312761727,0.2841488909032085,0.06435490276048551,20,2500,52,0.394842117029017,False
deepseek-deepseek-v3.1-terminus,2,ratio_max,0.5606960646471023,0.4378802518771885,0.06816986505874477,20,2500,52,0.5508522289735173,True
deepseek-deepseek-v3.1-terminus,2,ratio_mean,0.4120215072897867,0.32216528532932076,0.05209643341125899,20,2500,52,0.40799327204320285,True
deepseek-deepseek-v3.1-terminus,2,ratio_min,0.20789853421432372,0.17722977856208116,0.04854346702654434,20,2500,52,0.2595585635769459,False
deepseek-deepseek-v3.1-terminus,3,ratio_max,0.6157034206111229,0.5305363679577817,0.0690089800866,20,2500,52,0.6460633118591079,False
deepseek-deepseek-v3.1-terminus,3,ratio_mean,0.39205646624261237,0.34893334139016513,0.0470518566560022,20,2500,52,0.4277025721420532,False
deepseek-deepseek-v3.1-terminus,3,ratio_min,0.12546727373933259,0.12370949745026215,0.038282204673375245,20,2500,52,0.19021491906786017,False
deepseek-deepseek-v3.1-terminus,4,ratio_max,0.6973953823953825,0.6011920558722074,0.06947276672578304,20,2500,52,0.7159185145935464,False
deepseek-deepseek-v3.1-terminus,4,ratio_mean,0.4156853577796785,0.3781563865936434,0.045432213645021535,20,2500,52,0.45641847005289937,False
deepseek-deepseek-v3.1-terminus,4,ratio_min,0.09918534080298787,0.10294645938375352,0.03774237422035486,20,2500,52,0.17040131886087753,False
deepseek-deepseek-v3.1-terminus,5,ratio_max,0.7819480288230289,0.6602024711764843,0.06743958833527476,20,2500,52,0.7712415603402445,True
deepseek-deepseek-v3.1-terminus,5,ratio_mean,0.45213320087754383,0.40609790018234615,0.04537548401439856,20,2500,52,0.48097429333917713,False
deepseek-deepseek-v3.1-terminus,5,ratio_min,0.04492424242424242,0.08482569938884645,0.03621176055030045,20,2500,52,0.1508117042271454,False
deepseek-deepseek-v3.1-terminus,6,ratio_max,0.8131293929569793,0.7065791332258193,0.06479136242457649,20,2500,52,0.8116853023687263,True
deepseek-deepseek-v3.1-terminus,6,ratio_mean,0.49682280600414536,0.45409177161388437,0.0419838467239737,20,2500,52,0.5225050764999513,False
deepseek-deepseek-v3.1-terminus,6,ratio_min,0.10900793650793653,0.11905553174603174,0.0318881228455282,20,2500,52,0.17678571428571427,False
deepseek-deepseek-v3.1-terminus,7,ratio_max,0.8568116366392229,0.7488546604245893,0.06318898348060248,20,2500,52,0.8495394171150356,True
deepseek-deepseek-v3.1-terminus,7,ratio_mean,0.48070760605712703,0.4794731427605474,0.047050374073614724,20,2500,52,0.5561943283531458,False
deepseek-deepseek-v3.1-terminus,7,ratio_min,0.15380952380952378,0.15637245238095238,0.02924624733238627,20,2500,52,0.2095863095238095,False
