prompt_id,ratio_max@1,ratio_mean@1,ratio_min@1,ratio_max@2,ratio_mean@2,ratio_min@2,ratio_max@3,ratio_mean@3,ratio_min@3,ratio_max@4,ratio_mean@4,ratio_min@4,ratio_max@5,ratio_mean@5,ratio_min@5,ratio_max@6,ratio_mean@6,ratio_min@6,ratio_max@7,ratio_mean@7,ratio_min@7
291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.3448275862068966,0.27450980392156865,0.18181818181818182,1.0,0.6323529411764706,0.23529411764705882,1.0,0.7023809523809523,0.23529411764705882,1.0,0.673913043478261,0.4,1.0,0.8453608247422681,0.5714285714285714,1.0,0.8300000000000001,0.6666666666666666
291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,1.0,1.0,1.0,1.0,0.6944444444444444,0.3888888888888889,1.0,0.5714285714285714,0.23076923076923078,1.0,0.45901639344262296,0.0,1.0,0.4166666666666667,0.0,1.0,0.4358974358974358,0.0,1.0,0.40243902439024387,0.0
291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,0.0,0.0,0.0,0.21739130434782608,0.125,0.0,0.7391304347826086,0.39999999999999997,0.0,0.7272727272727273,0.5294117647058824,0.0,1.0,0.7837837837837838,0.0,1.0,0.7625000000000002,0.0,1.0,0.7529411764705882,0.0
291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.9375,0.53125,0.125,0.9333333333333333,0.4250000000000001,0.2,1.0,0.6956521739130435,0.25,1.0,0.6730769230769229,0.25,1.0,0.6140350877192982,0.2857142857142857,1.0,0.6833333333333332,0.4
291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-huge-surprise-either-in-the-m/,1.0,1.0,1.0,1.0,0.7272727272727273,0.14285714285714285,1.0,0.6428571428571428,0.16666666666666666,1.0,0.5625,0.0,1.0,0.5942028985507245,0.0,1.0,0.7397260273972605,0.0,1.0,0.7105263157894737,0.0
294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.05263157894736842,0.08108108108108109,0.1111111111111111,1.0,0.42000000000000015,0.125,1.0,0.4117647058823529,0.2,1.0,0.5800000000000001,0.2222222222222222,1.0,0.6216216216216217,0.6666666666666666,1.0,1.0,1.0
294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,1.0,1.0,1.0,1.0,0.6440677966101694,0.19230769230769232,1.0,0.5949367088607596,0.23809523809523808,1.0,0.6091954022988506,0.5,1.0,0.5376344086021505,0.0,1.0,0.46391752577319584,0.0,1.0,0.4199999999999999,0.0
294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,0.35,0.35,0.35,0.35,0.3235294117647059,0.2857142857142857,0.1875,0.17948717948717943,0.0,0.6,0.3902439024390244,0.0,0.5384615384615384,0.43902439024390266,0.0,0.5384615384615384,0.4615384615384614,0.0,0.45454545454545453,0.2647058823529414,0.0
294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,0.0,0.0,0.0,0.06666666666666667,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.1666666666666668,0.0,0.38461538461538464,0.23076923076923084,0.0,0.3333333333333333,0.28205128205128194,0.0
294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.627906976744186,0.42105263157894735,0.7916666666666666,0.5245901639344264,0.2777777777777778,0.7916666666666666,0.5,0.29411764705882354,0.7916666666666666,0.43820224719101125,0.0,0.782608695652174,0.4375000000000001,0.0,0.782608695652174,0.45098039215686275,0.0
