model,k,metric,observed_mean,random_mean,random_std,n_prompts,num_permutations,seed,p95,above_p95
all-mpnet-base-v2,1,ratio_max,0.4369574581217274,0.542903253675619,0.040046889198110266,20,2500,42,0.6123020498797609,False
all-mpnet-base-v2,1,ratio_mean,0.4369574581217274,0.542903253675619,0.040046889198110266,20,2500,42,0.6123020498797609,False
all-mpnet-base-v2,1,ratio_min,0.4369574581217274,0.542903253675619,0.040046889198110266,20,2500,42,0.6123020498797609,False
all-mpnet-base-v2,2,ratio_max,0.5842242652096341,0.6412080246273028,0.042579314371718684,20,2500,42,0.7150123845062701,False
all-mpnet-base-v2,2,ratio_mean,0.5342428061363431,0.5959353961416286,0.030597347757816286,20,2500,42,0.6488105618675237,False
all-mpnet-base-v2,2,ratio_min,0.48658919004563284,0.5526229697007069,0.025381269694015725,20,2500,42,0.5980348803657333,False
all-mpnet-base-v2,3,ratio_max,0.683862801773377,0.706857282504593,0.04162145437382419,20,2500,42,0.7794661640225145,False
all-mpnet-base-v2,3,ratio_mean,0.5940996738123925,0.6380607425945509,0.025492112580641144,20,2500,42,0.6823672315588042,False
all-mpnet-base-v2,3,ratio_min,0.5399785393480898,0.5688273658084466,0.017704175182386008,20,2500,42,0.5998208302109076,False
all-mpnet-base-v2,4,ratio_max,0.6919709098814851,0.754755496068559,0.039318049193120264,20,2500,42,0.8200967073406737,False
all-mpnet-base-v2,4,ratio_mean,0.6294542352910881,0.678099897264809,0.021939097039886217,20,2500,42,0.715198508404373,False
all-mpnet-base-v2,4,ratio_min,0.5980044104691653,0.6137418669150718,0.014309499487624153,20,2500,42,0.6392420063357342,False
all-mpnet-base-v2,5,ratio_max,0.7427727306097764,0.7930681006252711,0.03822964181671469,20,2500,42,0.8563900889865942,False
all-mpnet-base-v2,5,ratio_mean,0.6660313723923892,0.7161219468894978,0.019838107588893844,20,2500,42,0.7478946621582556,False
all-mpnet-base-v2,5,ratio_min,0.6451587301587302,0.6620175894660895,0.011261547970662752,20,2500,42,0.6821766774891774,False
all-mpnet-base-v2,6,ratio_max,0.8167946058706932,0.8243303760769227,0.03651008668665378,20,2500,42,0.8848860540373734,False
all-mpnet-base-v2,6,ratio_mean,0.7183812216666591,0.7532210415481398,0.018075879463036234,20,2500,42,0.7831442141399877,False
all-mpnet-base-v2,6,ratio_min,0.7065152062849432,0.71503421729002,0.009182682645103406,20,2500,42,0.7313985464462439,False
all-mpnet-base-v2,7,ratio_max,0.8167946058706932,0.8502045728672792,0.035225708173620876,20,2500,42,0.9082409156729172,False
all-mpnet-base-v2,7,ratio_mean,0.747930042077293,0.7851762416327772,0.01670319466393265,20,2500,42,0.8121768366575876,False
all-mpnet-base-v2,7,ratio_min,0.7466925113500191,0.7486639320898401,0.007563632931113012,20,2500,42,0.7624665617427808,False
text-embedding-3-large,1,ratio_max,0.4369574581217274,0.5463490412135238,0.039999530080685186,20,2500,43,0.6152536618174335,False
text-embedding-3-large,1,ratio_mean,0.4369574581217274,0.5463490412135238,0.039999530080685186,20,2500,43,0.6152536618174335,False
text-embedding-3-large,1,ratio_min,0.4369574581217274,0.5463490412135238,0.039999530080685186,20,2500,43,0.6152536618174335,False
text-embedding-3-large,2,ratio_max,0.683862801773377,0.644257462795885,0.04202399573569954,20,2500,43,0.7131844042924971,False
text-embedding-3-large,2,ratio_mean,0.6035231564303195,0.59789269210087,0.02996451289160828,20,2500,43,0.6474583904825584,False
text-embedding-3-large,2,ratio_min,0.5216619056183484,0.5533178904939363,0.024807969040374706,20,2500,43,0.5979881171160663,False
text-embedding-3-large,3,ratio_max,0.6969709098814851,0.7086168756415603,0.04255999776340615,20,2500,43,0.780388866482856,False
text-embedding-3-large,3,ratio_mean,0.6092399604146513,0.6393509037807918,0.0257215609243428,20,2500,43,0.683316658809187,False
text-embedding-3-large,3,ratio_min,0.5345691826229436,0.5698265408293781,0.01804025616985123,20,2500,43,0.6021142449640006,False
text-embedding-3-large,4,ratio_max,0.8310174797709864,0.755735137346507,0.041058680218805335,20,2500,43,0.8247461073268556,True
text-embedding-3-large,4,ratio_mean,0.6884696133895527,0.678678939324232,0.022576288408214688,20,2500,43,0.7181549188137034,False
text-embedding-3-large,4,ratio_min,0.5913079818977367,0.6140051311315359,0.014560522340577592,20,2500,43,0.6405265435322174,False
text-embedding-3-large,5,ratio_max,0.8310174797709864,0.7934040947807689,0.04040575890751429,20,2500,43,0.8623581727505107,False
text-embedding-3-large,5,ratio_mean,0.6975295016442777,0.7165384168034153,0.02031768723094416,20,2500,43,0.7512373819019016,False
text-embedding-3-large,5,ratio_min,0.649585137085137,0.6619732485569986,0.011506955678193284,20,2500,43,0.6827138798701298,False
text-embedding-3-large,6,ratio_max,0.8310174797709864,0.8242062047765693,0.03887225465144449,20,2500,43,0.8879520071016714,False
text-embedding-3-large,6,ratio_mean,0.71850741223705,0.7531848703366215,0.01841469305763363,20,2500,43,0.7839495502176648,False
text-embedding-3-large,6,ratio_min,0.711792984062721,0.7149230409838699,0.009381711717202954,20,2500,43,0.7322876964044728,False
